fips,Date,R0,Cases,Tier
39115,2020-11-21,0.9,76,1
39117,2020-11-21,0.9,69,3
39119,2020-11-21,0.9,87,3
39121,2020-11-21,0.9,37,4
39123,2020-11-21,0.9,71,1
39125,2020-11-21,0.9,74,2
39127,2020-11-21,0.9,22,2
39129,2020-11-21,0.9,11,4
39131,2020-11-21,0.9,55,2
39133,2020-11-21,0.9,89,4
39135,2020-11-21,0.9,67,4
39137,2020-11-21,0.9,87,4
39139,2020-11-21,0.9,80,4
39141,2020-11-21,0.9,26,2
39143,2020-11-21,0.9,32,4
39145,2020-11-21,0.9,17,2
39147,2020-11-21,0.9,59,2
39149,2020-11-21,0.9,60,1
39151,2020-11-21,0.9,78,1
39153,2020-11-21,0.9,98,3
39155,2020-11-21,0.9,45,1
39157,2020-11-21,0.9,30,1
39159,2020-11-21,0.9,12,1
39161,2020-11-21,0.9,27,1
39163,2020-11-21,0.9,68,3
39165,2020-11-21,0.9,56,1
39167,2020-11-21,0.9,76,4
39169,2020-11-21,0.9,11,2
39171,2020-11-21,0.9,54,2
39173,2020-11-21,0.9,70,3
39175,2020-11-21,0.9,3,1
40001,2020-11-21,0.9,16,2
40003,2020-11-21,0.9,90,1
40005,2020-11-21,0.9,80,2
40007,2020-11-21,0.9,84,4
40009,2020-11-21,0.9,81,3
40011,2020-11-21,0.9,34,1
40013,2020-11-21,0.9,21,3
40015,2020-11-21,0.9,69,3
40017,2020-11-21,0.9,52,1
40019,2020-11-21,0.9,43,3
40021,2020-11-21,0.9,19,3
40023,2020-11-21,0.9,55,2
40025,2020-11-21,0.9,2,1
40027,2020-11-21,0.9,59,2
40029,2020-11-21,0.9,29,2
40031,2020-11-21,0.9,16,1
40033,2020-11-21,0.9,98,1
40035,2020-11-21,0.9,90,3
40037,2020-11-21,0.9,67,3
40039,2020-11-21,0.9,82,2
40041,2020-11-21,0.9,95,1
40043,2020-11-21,0.9,39,3
40045,2020-11-21,0.9,59,3
40047,2020-11-21,0.9,28,2
40049,2020-11-21,0.9,89,3
40051,2020-11-21,0.9,40,3
40053,2020-11-21,0.9,66,1
40055,2020-11-21,0.9,91,1
40057,2020-11-21,0.9,86,4
40059,2020-11-21,0.9,34,1
40061,2020-11-21,0.9,55,3
40063,2020-11-21,0.9,37,3
40065,2020-11-21,0.9,58,1
40067,2020-11-21,0.9,30,4
40069,2020-11-21,0.9,67,4
40071,2020-11-21,0.9,90,1
40073,2020-11-21,0.9,55,1
40075,2020-11-21,0.9,6,1
40077,2020-11-21,0.9,53,4
40079,2020-11-21,0.9,47,2
40081,2020-11-21,0.9,76,2
40083,2020-11-21,0.9,69,3
40085,2020-11-21,0.9,7,4
40087,2020-11-21,0.9,57,3
40089,2020-11-21,0.9,39,3
40091,2020-11-21,0.9,12,3
40093,2020-11-21,0.9,9,4
40095,2020-11-21,0.9,63,3
40097,2020-11-21,0.9,29,3
40099,2020-11-21,0.9,6,2
40101,2020-11-21,0.9,49,3
40103,2020-11-21,0.9,86,4
40105,2020-11-21,0.9,12,3
40107,2020-11-21,0.9,12,4
40109,2020-11-21,0.9,63,3
40111,2020-11-21,0.9,13,1
40113,2020-11-21,0.9,31,3
40115,2020-11-21,0.9,52,4
40117,2020-11-21,0.9,43,4
40119,2020-11-21,0.9,25,4
40121,2020-11-21,0.9,82,1
40123,2020-11-21,0.9,26,4
40125,2020-11-21,0.9,44,4
40127,2020-11-21,0.9,45,3
40129,2020-11-21,0.9,76,1
40131,2020-11-21,0.9,61,3
40133,2020-11-21,0.9,93,3
40135,2020-11-21,0.9,72,4
40137,2020-11-21,0.9,76,1
40139,2020-11-21,0.9,64,1
40141,2020-11-21,0.9,76,1
40143,2020-11-21,0.9,47,2
40145,2020-11-21,0.9,53,1
40147,2020-11-21,0.9,61,4
40149,2020-11-21,0.9,38,3
40151,2020-11-21,0.9,26,2
40153,2020-11-21,0.9,3,1
41001,2020-11-21,0.9,46,2
41003,2020-11-21,0.9,51,4
41005,2020-11-21,0.9,26,2
41007,2020-11-21,0.9,82,3
41009,2020-11-21,0.9,90,1
41011,2020-11-21,0.9,98,1
41013,2020-11-21,0.9,93,4
41015,2020-11-21,0.9,6,1
41017,2020-11-21,0.9,38,4
41019,2020-11-21,0.9,76,3
41021,2020-11-21,0.9,35,4
41023,2020-11-21,0.9,52,1
41025,2020-11-21,0.9,65,2
41027,2020-11-21,0.9,25,1
41029,2020-11-21,0.9,5,1
41031,2020-11-21,0.9,64,1
41033,2020-11-21,0.9,3,1
41035,2020-11-21,0.9,9,2
41037,2020-11-21,0.9,37,4
41039,2020-11-21,0.9,66,1
41041,2020-11-21,0.9,0,3
41043,2020-11-21,0.9,63,2
41045,2020-11-21,0.9,93,2
41047,2020-11-21,0.9,88,1
41049,2020-11-21,0.9,39,4
41051,2020-11-21,0.9,40,4
41053,2020-11-21,0.9,49,3
41055,2020-11-21,0.9,25,3
41057,2020-11-21,0.9,51,1
41059,2020-11-21,0.9,20,4
41061,2020-11-21,0.9,31,3
41063,2020-11-21,0.9,25,1
41065,2020-11-21,0.9,37,3
41067,2020-11-21,0.9,90,4
41069,2020-11-21,0.9,3,4
41071,2020-11-21,0.9,96,1
42001,2020-11-21,0.9,50,2
42003,2020-11-21,0.9,86,3
42005,2020-11-21,0.9,38,3
42007,2020-11-21,0.9,72,2
42009,2020-11-21,0.9,5,3
42011,2020-11-21,0.9,19,1
42013,2020-11-21,0.9,8,2
42015,2020-11-21,0.9,63,4
42017,2020-11-21,0.9,56,3
42019,2020-11-21,0.9,72,2
42021,2020-11-21,0.9,1,4
42023,2020-11-21,0.9,51,4
42025,2020-11-21,0.9,22,4
42027,2020-11-21,0.9,79,4
42029,2020-11-21,0.9,15,4
42031,2020-11-21,0.9,41,1
42033,2020-11-21,0.9,41,1
42035,2020-11-21,0.9,33,3
42037,2020-11-21,0.9,65,2
42039,2020-11-21,0.9,10,2
42041,2020-11-21,0.9,22,2
42043,2020-11-21,0.9,53,4
42045,2020-11-21,0.9,16,2
42047,2020-11-21,0.9,13,4
42049,2020-11-21,0.9,76,3
42051,2020-11-21,0.9,13,2
42053,2020-11-21,0.9,94,3
42055,2020-11-21,0.9,43,2
42057,2020-11-21,0.9,31,2
42059,2020-11-21,0.9,50,4
42061,2020-11-21,0.9,12,4
42063,2020-11-21,0.9,11,1
42065,2020-11-21,0.9,0,4
42067,2020-11-21,0.9,29,4
42069,2020-11-21,0.9,6,3
42071,2020-11-21,0.9,44,2
42073,2020-11-21,0.9,94,4
42075,2020-11-21,0.9,70,3
42077,2020-11-21,0.9,49,2
42079,2020-11-21,0.9,56,4
42081,2020-11-21,0.9,82,2
42083,2020-11-21,0.9,57,3
42085,2020-11-21,0.9,28,4
42087,2020-11-21,0.9,47,2
42089,2020-11-21,0.9,73,4
42091,2020-11-21,0.9,46,4
42093,2020-11-21,0.9,16,2
42095,2020-11-21,0.9,35,2
42097,2020-11-21,0.9,100,1
42099,2020-11-21,0.9,22,1
42101,2020-11-21,0.9,33,1
42103,2020-11-21,0.9,1,4
42105,2020-11-21,0.9,9,1
42107,2020-11-21,0.9,18,1
42109,2020-11-21,0.9,16,1
42111,2020-11-21,0.9,54,2
42113,2020-11-21,0.9,10,3
42115,2020-11-21,0.9,85,2
42117,2020-11-21,0.9,54,4
42119,2020-11-21,0.9,94,1
42121,2020-11-21,0.9,61,1
42123,2020-11-21,0.9,21,1
42125,2020-11-21,0.9,94,4
42127,2020-11-21,0.9,34,1
42129,2020-11-21,0.9,76,1
42131,2020-11-21,0.9,67,1
42133,2020-11-21,0.9,77,4
44001,2020-11-21,0.9,30,3
44003,2020-11-21,0.9,78,3
44005,2020-11-21,0.9,74,2
44007,2020-11-21,0.9,64,4
44009,2020-11-21,0.9,4,2
45001,2020-11-21,0.9,70,2
45003,2020-11-21,0.9,85,2
45005,2020-11-21,0.9,67,1
45007,2020-11-21,0.9,6,1
45009,2020-11-21,0.9,66,4
45011,2020-11-21,0.9,94,4
45013,2020-11-21,0.9,67,4
45015,2020-11-21,0.9,27,4
45017,2020-11-21,0.9,87,3
45019,2020-11-21,0.9,71,2
45021,2020-11-21,0.9,77,3
45023,2020-11-21,0.9,55,1
45025,2020-11-21,0.9,58,1
45027,2020-11-21,0.9,98,1
45029,2020-11-21,0.9,66,4
45031,2020-11-21,0.9,61,1
45033,2020-11-21,0.9,16,1
45035,2020-11-21,0.9,87,3
45037,2020-11-21,0.9,47,3
45039,2020-11-21,0.9,45,4
45041,2020-11-21,0.9,91,3
45043,2020-11-21,0.9,49,1
45045,2020-11-21,0.9,40,2
45047,2020-11-21,0.9,31,2
45049,2020-11-21,0.9,64,2
45051,2020-11-21,0.9,79,3
45053,2020-11-21,0.9,90,4
45055,2020-11-21,0.9,65,2
45057,2020-11-21,0.9,49,1
45059,2020-11-21,0.9,59,2
45061,2020-11-21,0.9,51,4
45063,2020-11-21,0.9,78,1
45065,2020-11-21,0.9,38,2
45067,2020-11-21,0.9,34,1
45069,2020-11-21,0.9,14,2
45071,2020-11-21,0.9,21,2
45073,2020-11-21,0.9,36,4
45075,2020-11-21,0.9,60,4
45077,2020-11-21,0.9,86,1
45079,2020-11-21,0.9,98,2
45081,2020-11-21,0.9,7,3
45083,2020-11-21,0.9,8,4
45085,2020-11-21,0.9,43,1
45087,2020-11-21,0.9,20,2
45089,2020-11-21,0.9,81,4
45091,2020-11-21,0.9,4,1
46003,2020-11-21,0.9,7,1
46005,2020-11-21,0.9,3,2
46007,2020-11-21,0.9,23,4
46009,2020-11-21,0.9,62,3
46011,2020-11-21,0.9,23,1
46013,2020-11-21,0.9,41,2
46015,2020-11-21,0.9,85,3
46017,2020-11-21,0.9,59,3
46019,2020-11-21,0.9,45,4
46021,2020-11-21,0.9,43,1
46023,2020-11-21,0.9,66,2
46025,2020-11-21,0.9,19,4
46027,2020-11-21,0.9,38,1
46029,2020-11-21,0.9,96,3
46031,2020-11-21,0.9,67,4
46033,2020-11-21,0.9,99,2
46035,2020-11-21,0.9,38,4
46037,2020-11-21,0.9,97,3
46039,2020-11-21,0.9,29,2
46041,2020-11-21,0.9,19,2
46043,2020-11-21,0.9,58,2
46045,2020-11-21,0.9,31,2
46047,2020-11-21,0.9,75,1
46049,2020-11-21,0.9,18,1
46051,2020-11-21,0.9,88,3
46053,2020-11-21,0.9,8,4
46055,2020-11-21,0.9,77,4
46057,2020-11-21,0.9,50,3
46059,2020-11-21,0.9,100,4
46061,2020-11-21,0.9,41,3
46063,2020-11-21,0.9,54,2
46065,2020-11-21,0.9,12,4
46067,2020-11-21,0.9,93,1
46069,2020-11-21,0.9,15,4
46071,2020-11-21,0.9,32,2
46073,2020-11-21,0.9,74,2
46075,2020-11-21,0.9,81,3
46077,2020-11-21,0.9,79,3
46079,2020-11-21,0.9,100,3
46081,2020-11-21,0.9,96,1
46083,2020-11-21,0.9,82,3
46085,2020-11-21,0.9,23,2
46087,2020-11-21,0.9,78,2
46089,2020-11-21,0.9,73,4
46091,2020-11-21,0.9,85,3
46093,2020-11-21,0.9,82,3
46095,2020-11-21,0.9,35,4
46097,2020-11-21,0.9,78,3
46099,2020-11-21,0.9,40,2
46101,2020-11-21,0.9,100,2
46102,2020-11-21,0.9,84,4
46103,2020-11-21,0.9,87,1
46105,2020-11-21,0.9,73,3
46107,2020-11-21,0.9,64,2
46109,2020-11-21,0.9,87,3
46111,2020-11-21,0.9,81,1
46115,2020-11-21,0.9,28,4
46117,2020-11-21,0.9,98,1
46119,2020-11-21,0.9,78,4
46121,2020-11-21,0.9,24,3
46123,2020-11-21,0.9,18,2
46125,2020-11-21,0.9,28,1
46127,2020-11-21,0.9,58,3
46129,2020-11-21,0.9,94,4
46135,2020-11-21,0.9,19,2
46137,2020-11-21,0.9,38,1
47001,2020-11-21,0.9,44,3
47003,2020-11-21,0.9,58,3
47005,2020-11-21,0.9,29,3
47007,2020-11-21,0.9,6,4
47009,2020-11-21,0.9,8,4
47011,2020-11-21,0.9,1,4
47013,2020-11-21,0.9,3,4
47015,2020-11-21,0.9,6,3
47017,2020-11-21,0.9,8,1
47019,2020-11-21,0.9,47,4
47021,2020-11-21,0.9,7,4
47023,2020-11-21,0.9,31,3
47025,2020-11-21,0.9,0,4
47027,2020-11-21,0.9,1,2
47029,2020-11-21,0.9,41,4
47031,2020-11-21,0.9,39,2
47033,2020-11-21,0.9,28,3
47035,2020-11-21,0.9,34,3
47037,2020-11-21,0.9,48,1
47039,2020-11-21,0.9,95,3
47041,2020-11-21,0.9,72,2
47043,2020-11-21,0.9,38,2
47045,2020-11-21,0.9,66,3
47047,2020-11-21,0.9,15,1
47049,2020-11-21,0.9,26,4
47051,2020-11-21,0.9,17,4
47053,2020-11-21,0.9,74,4
47055,2020-11-21,0.9,48,2
47057,2020-11-21,0.9,39,3
47059,2020-11-21,0.9,92,3
47061,2020-11-21,0.9,62,1
47063,2020-11-21,0.9,69,4
47065,2020-11-21,0.9,15,3
47067,2020-11-21,0.9,4,3
47069,2020-11-21,0.9,73,3
47071,2020-11-21,0.9,47,3
47073,2020-11-21,0.9,41,3
47075,2020-11-21,0.9,1,4
47077,2020-11-21,0.9,72,2
47079,2020-11-21,0.9,94,2
47081,2020-11-21,0.9,4,2
47083,2020-11-21,0.9,78,4
47085,2020-11-21,0.9,65,2
47087,2020-11-21,0.9,53,1
47089,2020-11-21,0.9,82,3
47091,2020-11-21,0.9,15,3
47093,2020-11-21,0.9,4,4
47095,2020-11-21,0.9,5,4
47097,2020-11-21,0.9,88,3
47099,2020-11-21,0.9,45,4
47101,2020-11-21,0.9,32,2
47103,2020-11-21,0.9,36,4
47105,2020-11-21,0.9,34,2
47107,2020-11-21,0.9,10,2
47109,2020-11-21,0.9,54,1
47111,2020-11-21,0.9,72,1
47113,2020-11-21,0.9,67,2
47115,2020-11-21,0.9,50,4
47117,2020-11-21,0.9,82,3
47119,2020-11-21,0.9,49,1
47121,2020-11-21,0.9,100,2
47123,2020-11-21,0.9,98,1
47125,2020-11-21,0.9,54,2
47127,2020-11-21,0.9,52,3
47129,2020-11-21,0.9,30,4
47131,2020-11-21,0.9,60,2
47133,2020-11-21,0.9,25,3
47135,2020-11-21,0.9,54,4
47137,2020-11-21,0.9,55,2
47139,2020-11-21,0.9,31,4
47141,2020-11-21,0.9,11,1
47143,2020-11-21,0.9,76,3
47145,2020-11-21,0.9,17,2
47147,2020-11-21,0.9,68,2
47149,2020-11-21,0.9,90,4
47151,2020-11-21,0.9,40,3
47153,2020-11-21,0.9,17,2
47155,2020-11-21,0.9,64,2
47157,2020-11-21,0.9,4,4
47159,2020-11-21,0.9,71,2
47161,2020-11-21,0.9,38,4
47163,2020-11-21,0.9,64,4
47165,2020-11-21,0.9,11,3
47167,2020-11-21,0.9,48,3
47169,2020-11-21,0.9,7,2
47171,2020-11-21,0.9,31,1
47173,2020-11-21,0.9,55,4
47175,2020-11-21,0.9,19,2
47177,2020-11-21,0.9,3,3
47179,2020-11-21,0.9,73,2
47181,2020-11-21,0.9,48,1
47183,2020-11-21,0.9,96,2
47185,2020-11-21,0.9,8,2
47187,2020-11-21,0.9,74,4
47189,2020-11-21,0.9,77,4
48001,2020-11-21,0.9,82,3
48003,2020-11-21,0.9,12,1
48005,2020-11-21,0.9,62,3
48007,2020-11-21,0.9,43,4
48009,2020-11-21,0.9,80,3
48011,2020-11-21,0.9,30,2
48013,2020-11-21,0.9,79,3
48015,2020-11-21,0.9,79,2
48017,2020-11-21,0.9,65,4
48019,2020-11-21,0.9,85,2
48021,2020-11-21,0.9,46,1
48023,2020-11-21,0.9,9,4
48025,2020-11-21,0.9,74,3
48027,2020-11-21,0.9,41,3
48029,2020-11-21,0.9,59,3
48031,2020-11-21,0.9,86,2
48033,2020-11-21,0.9,66,3
48035,2020-11-21,0.9,55,1
48037,2020-11-21,0.9,80,4
48039,2020-11-21,0.9,4,2
48041,2020-11-21,0.9,73,1
48043,2020-11-21,0.9,20,2
48045,2020-11-21,0.9,62,3
48047,2020-11-21,0.9,77,4
48049,2020-11-21,0.9,48,2
48051,2020-11-21,0.9,37,3
48053,2020-11-21,0.9,91,2
48055,2020-11-21,0.9,51,1
48057,2020-11-21,0.9,44,2
48059,2020-11-21,0.9,38,3
48061,2020-11-21,0.9,84,1
48063,2020-11-21,0.9,83,4
48065,2020-11-21,0.9,46,2
48067,2020-11-21,0.9,46,2
48069,2020-11-21,0.9,85,1
48071,2020-11-21,0.9,90,2
48073,2020-11-21,0.9,76,2
48075,2020-11-21,0.9,84,1
48077,2020-11-21,0.9,56,2
48079,2020-11-21,0.9,77,1
48081,2020-11-21,0.9,66,1
48083,2020-11-21,0.9,45,1
48085,2020-11-21,0.9,54,3
48087,2020-11-21,0.9,80,3
48089,2020-11-21,0.9,58,4
48091,2020-11-21,0.9,82,4
48093,2020-11-21,0.9,88,3
48095,2020-11-21,0.9,46,2
48097,2020-11-21,0.9,70,4
48099,2020-11-21,0.9,23,4
48101,2020-11-21,0.9,51,1
48103,2020-11-21,0.9,90,4
48105,2020-11-21,0.9,6,1
48107,2020-11-21,0.9,69,3
48109,2020-11-21,0.9,13,3
48111,2020-11-21,0.9,42,1
48113,2020-11-21,0.9,25,3
48115,2020-11-21,0.9,47,1
48117,2020-11-21,0.9,8,3
48119,2020-11-21,0.9,48,1
48121,2020-11-21,0.9,31,2
48123,2020-11-21,0.9,32,1
48125,2020-11-21,0.9,67,1
48127,2020-11-21,0.9,43,1
48129,2020-11-21,0.9,73,3
48131,2020-11-21,0.9,39,3
48133,2020-11-21,0.9,27,4
48135,2020-11-21,0.9,21,1
48137,2020-11-21,0.9,22,4
48139,2020-11-21,0.9,22,4
48141,2020-11-21,0.9,91,1
48143,2020-11-21,0.9,71,4
48145,2020-11-21,0.9,65,1
48147,2020-11-21,0.9,65,3
48149,2020-11-21,0.9,56,2
48151,2020-11-21,0.9,63,4
48153,2020-11-21,0.9,69,2
48155,2020-11-21,0.9,93,1
48157,2020-11-21,0.9,35,4
48159,2020-11-21,0.9,44,2
48161,2020-11-21,0.9,36,3
48163,2020-11-21,0.9,38,2
48165,2020-11-21,0.9,41,3
48167,2020-11-21,0.9,55,3
48169,2020-11-21,0.9,73,1
48171,2020-11-21,0.9,33,3
48173,2020-11-21,0.9,9,3
48175,2020-11-21,0.9,73,4
48177,2020-11-21,0.9,34,3
48179,2020-11-21,0.9,80,3
48181,2020-11-21,0.9,8,2
48183,2020-11-21,0.9,3,2
48185,2020-11-21,0.9,97,3
48187,2020-11-21,0.9,90,3
48189,2020-11-21,0.9,17,4
48191,2020-11-21,0.9,13,4
48193,2020-11-21,0.9,26,3
48195,2020-11-21,0.9,90,4
48197,2020-11-21,0.9,11,4
48199,2020-11-21,0.9,96,4
48201,2020-11-21,0.9,71,4
48203,2020-11-21,0.9,4,4
48205,2020-11-21,0.9,49,3
48207,2020-11-21,0.9,44,4
48209,2020-11-21,0.9,43,2
48211,2020-11-21,0.9,3,1
48213,2020-11-21,0.9,76,3
48215,2020-11-21,0.9,16,4
48217,2020-11-21,0.9,44,2
48219,2020-11-21,0.9,99,2
48221,2020-11-21,0.9,33,2
48223,2020-11-21,0.9,35,4
48225,2020-11-21,0.9,37,2
48227,2020-11-21,0.9,55,2
48229,2020-11-21,0.9,90,3
48231,2020-11-21,0.9,64,3
48233,2020-11-21,0.9,47,4
48235,2020-11-21,0.9,1,2
48237,2020-11-21,0.9,70,4
48239,2020-11-21,0.9,10,1
48241,2020-11-21,0.9,63,2
48243,2020-11-21,0.9,80,3
48245,2020-11-21,0.9,43,2
48247,2020-11-21,0.9,43,1
48249,2020-11-21,0.9,25,3
48251,2020-11-21,0.9,81,3
48253,2020-11-21,0.9,2,2
48255,2020-11-21,0.9,34,3
48257,2020-11-21,0.9,7,3
48259,2020-11-21,0.9,1,2
48261,2020-11-21,0.9,15,4
48263,2020-11-21,0.9,13,3
48265,2020-11-21,0.9,27,3
48267,2020-11-21,0.9,36,2
48269,2020-11-21,0.9,81,2
48271,2020-11-21,0.9,77,2
48273,2020-11-21,0.9,18,3
48275,2020-11-21,0.9,97,4
48277,2020-11-21,0.9,54,4
48279,2020-11-21,0.9,7,1
48281,2020-11-21,0.9,81,4
48283,2020-11-21,0.9,71,4
48285,2020-11-21,0.9,44,2
48287,2020-11-21,0.9,25,2
48289,2020-11-21,0.9,38,1
48291,2020-11-21,0.9,53,2
48293,2020-11-21,0.9,2,3
48295,2020-11-21,0.9,64,2
48297,2020-11-21,0.9,88,2
48299,2020-11-21,0.9,28,3
48301,2020-11-21,0.9,18,3
48303,2020-11-21,0.9,48,4
48305,2020-11-21,0.9,4,1
48307,2020-11-21,0.9,29,4
48309,2020-11-21,0.9,66,1
48311,2020-11-21,0.9,38,4
48313,2020-11-21,0.9,11,4
48315,2020-11-21,0.9,79,3
48317,2020-11-21,0.9,1,1
48319,2020-11-21,0.9,50,4
48321,2020-11-21,0.9,91,4
48323,2020-11-21,0.9,1,3
48325,2020-11-21,0.9,27,2
48327,2020-11-21,0.9,73,4
48329,2020-11-21,0.9,42,1
48331,2020-11-21,0.9,94,4
48333,2020-11-21,0.9,88,3
48335,2020-11-21,0.9,47,3
48337,2020-11-21,0.9,12,3
48339,2020-11-21,0.9,71,4
48341,2020-11-21,0.9,37,2
48343,2020-11-21,0.9,59,3
48345,2020-11-21,0.9,71,3
48347,2020-11-21,0.9,31,3
48349,2020-11-21,0.9,55,1
48351,2020-11-21,0.9,57,4
48353,2020-11-21,0.9,90,2
48355,2020-11-21,0.9,27,4
48357,2020-11-21,0.9,66,3
48359,2020-11-21,0.9,7,4
48361,2020-11-21,0.9,98,1
48363,2020-11-21,0.9,19,3
48365,2020-11-21,0.9,10,2
48367,2020-11-21,0.9,5,4
48369,2020-11-21,0.9,80,1
48371,2020-11-21,0.9,24,1
48373,2020-11-21,0.9,71,3
48375,2020-11-21,0.9,7,2
48377,2020-11-21,0.9,58,2
48379,2020-11-21,0.9,31,3
48381,2020-11-21,0.9,67,2
48383,2020-11-21,0.9,57,1
48385,2020-11-21,0.9,88,2
48387,2020-11-21,0.9,3,3
48389,2020-11-21,0.9,21,3
48391,2020-11-21,0.9,64,3
48393,2020-11-21,0.9,45,2
48395,2020-11-21,0.9,63,1
48397,2020-11-21,0.9,21,1
48399,2020-11-21,0.9,57,3
48401,2020-11-21,0.9,38,2
48403,2020-11-21,0.9,68,3
48405,2020-11-21,0.9,89,1
48407,2020-11-21,0.9,19,2
48409,2020-11-21,0.9,58,2
48411,2020-11-21,0.9,71,1
48413,2020-11-21,0.9,9,1
48415,2020-11-21,0.9,21,2
48417,2020-11-21,0.9,56,1
48419,2020-11-21,0.9,2,4
48421,2020-11-21,0.9,95,1
48423,2020-11-21,0.9,96,2
48425,2020-11-21,0.9,16,1
48427,2020-11-21,0.9,35,4
48429,2020-11-21,0.9,93,2
48431,2020-11-21,0.9,6,1
48433,2020-11-21,0.9,96,3
48435,2020-11-21,0.9,74,2
48437,2020-11-21,0.9,72,1
48439,2020-11-21,0.9,47,3
48441,2020-11-21,0.9,93,3
48443,2020-11-21,0.9,42,1
48445,2020-11-21,0.9,19,2
48447,2020-11-21,0.9,69,3
48449,2020-11-21,0.9,24,2
48451,2020-11-21,0.9,80,4
48453,2020-11-21,0.9,66,4
48455,2020-11-21,0.9,75,4
48457,2020-11-21,0.9,85,3
48459,2020-11-21,0.9,12,4
48461,2020-11-21,0.9,99,1
48463,2020-11-21,0.9,86,4
48465,2020-11-21,0.9,16,3
48467,2020-11-21,0.9,15,1
48469,2020-11-21,0.9,22,4
48471,2020-11-21,0.9,48,1
48473,2020-11-21,0.9,16,2
48475,2020-11-21,0.9,10,4
48477,2020-11-21,0.9,51,2
48479,2020-11-21,0.9,83,3
48481,2020-11-21,0.9,53,4
48483,2020-11-21,0.9,74,4
48485,2020-11-21,0.9,96,3
48487,2020-11-21,0.9,62,4
48489,2020-11-21,0.9,26,4
48491,2020-11-21,0.9,25,3
48493,2020-11-21,0.9,93,2
48495,2020-11-21,0.9,2,3
48497,2020-11-21,0.9,24,2
48499,2020-11-21,0.9,19,3
48501,2020-11-21,0.9,97,2
48503,2020-11-21,0.9,90,1
48505,2020-11-21,0.9,12,2
48507,2020-11-21,0.9,88,4
49001,2020-11-21,0.9,50,4
49003,2020-11-21,0.9,19,2
49005,2020-11-21,0.9,52,4
49007,2020-11-21,0.9,69,2
49009,2020-11-21,0.9,53,4
49011,2020-11-21,0.9,28,1
49013,2020-11-21,0.9,13,4
49015,2020-11-21,0.9,84,1
49017,2020-11-21,0.9,51,2
49019,2020-11-21,0.9,67,4
49021,2020-11-21,0.9,15,2
49023,2020-11-21,0.9,6,3
49025,2020-11-21,0.9,61,1
49027,2020-11-21,0.9,42,4
49029,2020-11-21,0.9,53,3
49031,2020-11-21,0.9,68,3
49033,2020-11-21,0.9,10,4
49035,2020-11-21,0.9,45,4
49037,2020-11-21,0.9,27,4
49039,2020-11-21,0.9,80,2
49041,2020-11-21,0.9,59,3
49043,2020-11-21,0.9,62,1
49045,2020-11-21,0.9,92,2
49047,2020-11-21,0.9,81,1
49049,2020-11-21,0.9,14,4
49051,2020-11-21,0.9,9,3
49053,2020-11-21,0.9,97,3
49055,2020-11-21,0.9,80,3
49057,2020-11-21,0.9,14,1
50001,2020-11-21,0.9,80,2
50003,2020-11-21,0.9,48,1
50005,2020-11-21,0.9,54,1
50007,2020-11-21,0.9,72,4
50009,2020-11-21,0.9,75,4
50011,2020-11-21,0.9,84,1
50013,2020-11-21,0.9,2,4
50015,2020-11-21,0.9,50,3
50017,2020-11-21,0.9,44,4
50019,2020-11-21,0.9,78,4
50021,2020-11-21,0.9,18,2
50023,2020-11-21,0.9,93,2
50025,2020-11-21,0.9,88,2
50027,2020-11-21,0.9,18,4
51001,2020-11-21,0.9,8,3
51003,2020-11-21,0.9,30,1
51005,2020-11-21,0.9,71,2
51007,2020-11-21,0.9,49,4
51009,2020-11-21,0.9,61,2
51011,2020-11-21,0.9,96,3
51013,2020-11-21,0.9,30,4
51015,2020-11-21,0.9,48,1
51017,2020-11-21,0.9,84,1
51019,2020-11-21,0.9,73,2
51021,2020-11-21,0.9,2,4
51023,2020-11-21,0.9,28,2
51025,2020-11-21,0.9,22,4
51027,2020-11-21,0.9,78,1
51029,2020-11-21,0.9,71,2
51031,2020-11-21,0.9,42,3
51033,2020-11-21,0.9,34,4
51035,2020-11-21,0.9,78,3
51036,2020-11-21,0.9,80,4
51037,2020-11-21,0.9,63,3
51041,2020-11-21,0.9,98,2
51043,2020-11-21,0.9,76,1
51045,2020-11-21,0.9,91,1
51047,2020-11-21,0.9,52,2
51049,2020-11-21,0.9,57,2
51051,2020-11-21,0.9,80,2
51053,2020-11-21,0.9,28,1
51057,2020-11-21,0.9,50,4
51059,2020-11-21,0.9,89,1
51061,2020-11-21,0.9,16,3
51063,2020-11-21,0.9,21,4
51065,2020-11-21,0.9,10,3
51067,2020-11-21,0.9,0,3
51069,2020-11-21,0.9,58,2
51071,2020-11-21,0.9,50,2
51073,2020-11-21,0.9,6,4
51075,2020-11-21,0.9,33,4
51077,2020-11-21,0.9,29,1
51079,2020-11-21,0.9,88,3
51081,2020-11-21,0.9,32,3
51083,2020-11-21,0.9,95,1
51085,2020-11-21,0.9,72,4
51087,2020-11-21,0.9,87,3
51089,2020-11-21,0.9,77,4
51091,2020-11-21,0.9,1,4
51093,2020-11-21,0.9,79,4
51095,2020-11-21,0.9,50,3
51097,2020-11-21,0.9,35,3
51099,2020-11-21,0.9,3,2
51101,2020-11-21,0.9,5,2
51103,2020-11-21,0.9,4,1
51105,2020-11-21,0.9,68,1
51107,2020-11-21,0.9,38,1
51109,2020-11-21,0.9,23,3
51111,2020-11-21,0.9,72,4
51113,2020-11-21,0.9,93,2
